Time: 2018-08-14 00:10:33
Path of this file: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/lxa_outputs/stems_to_signatures.txt

System info:
=============================================
System: Darwin
Node: audreyxvi.local
Release: 17.5.0
Version: Darwin Kernel Version 17.5.0: Mon Mar  5 22:24:32 PST 2018; root:xnu-4570.51.1~1/RELEASE_X86_64
Machine: x86_64
Processor: i386
Python version: 3.5.2

Packages:
=============================================
Linguistica 5.1.0-dev
SciPy 0.19.1
NumPy 1.13.1
NetworkX 1.11

Linguistica parameters:
=============================================
{'keep_case': 0,
 'max_affix_length': 4,
 'max_word_tokens': 0,
 'max_word_types': 7000,
 'min_context_count': 3,
 'min_sig_count': 5,
 'min_stem_length': 4,
 'n_eigenvectors': 6,
 'n_neighbors': 9,
 'suffixing': 1}

Input file information:
=============================================
Path: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/english-brown.txt
Number of word types: 48781
Number of word tokens: 1145632

Results:
=============================================
Stems to signatures

\begin{tabular}{lll}
\toprule
Index      & Stems           & Signatures \\
7813       & sauterne        & NULL/s \\
7814       & save            & NULL/d/r/s \\
7815       & saving          & NULL/s \\
7816       & savor           & NULL/ed/ing/y \\
7817       & saxon           & NULL/s/y \\
7818       & saxton          & 's/NULL \\
7819       & saye            & d/rs \\
7820       & sayin           & '/NULL/g/gs \\
7821       & saying          & NULL/s \\
7822       & scaffold        & NULL/ing/ings \\
7823       & scaffolding     & NULL/s \\
7824       & scala           & NULL/r \\
7825       & scald           & NULL/ed/ing \\
7826       & scale           & NULL/d/s \\
7827       & scallop         & ed/s \\
7828       & scandal         & NULL/ized/s \\
7829       & scandaliz       & ed/ing \\
7830       & scandinavia     & NULL/n/ns \\
7831       & scandinavian    & NULL/s \\
7832       & scann           & ed/ers/ing \\
7833       & scanne          & d/rs \\
7834       & scant           & NULL/y \\
7835       & scapegoat       & NULL/s \\
7836       & scarc           & e/ely/ity \\
7837       & scarce          & NULL/ly \\
7838       & scare           & NULL/d \\
7839       & scathing        & NULL/ly \\
7840       & scatter         & NULL/ed/ing/s \\
7841       & scaveng         & er/ing \\
7842       & scenario        & NULL/s \\
7843       & scener          & ies/y \\
7844       & scenic          & NULL/s \\
7845       & scent           & NULL/ed \\
7846       & schedul         & e/ed/es/ing \\
7847       & schedule        & NULL/d/s \\
7848       & schema          & NULL/tic \\
7849       & schematic       & NULL/ally \\
7850       & scheme          & NULL/s \\
7851       & schiele         & 's/NULL \\
7852       & schilling       & NULL/er \\
7853       & schnabel        & 's/NULL/ian \\
7854       & scholars        & NULL/hip/hips \\
7855       & scholarship     & NULL/s \\
7856       & schonberg       & 's/NULL \\
7857       & schoolboy       & NULL/s \\
7858       & schoole         & d/rs \\
7859       & schoolgirl      & NULL/ish/s \\
7860       & schoolmaster    & 's/NULL \\
7861       & schoolmate      & NULL/s \\
7862       & schopenhauer    & 's/NULL \\
7863       & schubert        & 's/NULL \\
7864       & schuyler        & 's/NULL \\
7865       & schweitzer      & NULL/s \\
7866       & science         & 's/NULL/s \\
7867       & scientific      & NULL/ally \\
7868       & scientist       & NULL/s \\
7869       & scimitar        & NULL/s \\
7870       & scion           & NULL/s \\
7871       & scissor         & ing/s \\
7872       & sclero          & sis/tic \\
7873       & scoff           & ed/ing \\
7874       & scoop           & NULL/ed/ing \\
7875       & scoot           & ed/ing \\
7876       & scope           & NULL/d/s \\
7877       & scorche         & d/r \\
7878       & score           & NULL/d/less/s \\
7879       & scoreboard      & NULL/s \\
7880       & scornful        & NULL/ly \\
7881       & scotch          & NULL/man \\
7882       & scotty          & 's/NULL \\
7883       & scoundrel       & NULL/s \\
7884       & scout           & 's/NULL/ed/ing/s \\
7885       & scowl           & ed/ing \\
7886       & scrambl         & e/ed/ing \\
7887       & scramble        & NULL/d \\
7888       & scrape          & NULL/d/s \\
7889       & scraping        & NULL/s \\
7890       & scratche        & d/s \\
7891       & scratchin       & ess/g \\
7892       & scream          & NULL/ed/ing/s \\
7893       & screeche        & d/s \\
7894       & screening       & NULL/s \\
7895       & scrib           & e/ing \\
7896       & scrimmage       & NULL/d \\
7897       & scriptur        & al/e/es \\
7898       & scripture       & NULL/s \\
7899       & scrubb          & ed/ing \\
7900       & scrupulo        & sity/us \\
7901       & scrupulous      & NULL/ly \\
7902       & scrutiniz       & ed/ing \\
7903       & scuff           & NULL/le \\
7904       & sculptor        & 's/NULL/s \\
7905       & sculpture       & NULL/d/s \\
7906       & scuttl          & ed/ing \\
7907       & seafar          & ers/ing \\
7908       & seal            & NULL/ed/ing/s \\
7909       & seaman          & NULL/ship \\
7910       & searche         & d/s \\
7911       & searching       & NULL/ly/s \\
7912       & searchlight     & NULL/s \\
7913       & seasonal        & NULL/ly \\
7914       & seaton          & 's/NULL \\
7915       & secant          & NULL/s \\
7916       & seced           & e/ed/ing \\
7917       & secede          & NULL/d \\
7918       & secessionist    & NULL/s \\
7919       & seclude         & NULL/d \\
7920       & secondar        & ily/y \\
7921       & secretariat     & NULL/e \\
7922       & secretaries     & '/NULL \\
7923       & secretary       & 's/NULL \\
7924       & secretion       & NULL/s \\
7925       & section         & NULL/s \\
7926       & sector          & NULL/s \\
7927       & secularis       & m/t/ts \\
7928       & secularist      & NULL/s \\
7929       & secure          & NULL/d/ly \\
7930       & securi          & ng/ties/ty \\
7931       & securit         & ies/y \\
7932       & sedan           & NULL/s \\
7933       & sedate          & NULL/ly \\
7934       & sediment        & NULL/ary/s \\
7935       & sedimenta       & ry/tion \\
7936       & seditio         & n/us \\
7937       & seduce          & d/r \\
7938       & seducti         & on/ve \\
7939       & seebohm         & 's/NULL \\
7940       & seedcoat        & NULL/s \\
7941       & seein           & '/g \\
7942       & seeker          & NULL/s \\
7943       & seekin          & '/g \\
7944       & seeking         & NULL/ly \\
7945       & seem            & NULL/ed/ing/s \\
7946       & seeming         & NULL/ly \\
7947       & segment         & NULL/al/s \\
7948       & segovia         & 's/NULL \\
7949       & segregat        & e/ed/ing/ion \\
7950       & segregate       & NULL/d \\
7951       & segregati       & ng/on \\
7952       & segregation     & NULL/ist \\
7953       & segur           & NULL/a \\
7954       & seismograph     & NULL/s \\
7955       & seize           & NULL/d \\
7956       & seizin          & '/g \\
7957       & selection       & NULL/s \\
7958       & selectiv        & e/ely/ity \\
7959       & selective       & NULL/ly \\
7960       & self-asserti    & on/ve \\
7961       & self-confiden   & ce/t \\
7962       & self-conscious  & NULL/ly/ness \\
7963       & self-deception  & NULL/s \\
7964       & self-defeat     & NULL/ing \\
7965       & self-destructi  & on/ve \\
7966       & self-image      & NULL/s \\
7967       & self-pity       & NULL/ing \\
7968       & self-portrait   & NULL/s \\
7969       & self-relian     & ce/t \\
7970       & self-sacrific   & e/ing \\
7971       & self-serve      & NULL/d \\
7972       & self-sufficien  & cy/t \\
7973       & selfish         & NULL/ness \\
7974       & selfless        & NULL/ness \\
7975       & seller          & 's/NULL/s/s' \\
7976       & sellers         & '/NULL \\
7977       & sellin          & '/g \\
7978       & semantic        & NULL/ally \\
7979       & semester        & 's/NULL \\
7980       & senate          & 's/NULL \\
7981       & senior          & NULL/ity/s \\
7982       & senor           & NULL/a \\
7983       & sensation       & NULL/al/s \\
7984       & sensational     & NULL/ism \\
7985       & sense           & NULL/d/less/s \\
7986       & senseless       & NULL/ly \\
7987       & sensibilit      & ies/y \\
7988       & sensibl         & e/y \\
7989       & sensitive       & NULL/ly/s \\
7990       & sensitivit      & ies/y \\
7991       & sensor          & NULL/s/y \\
7992       & sensual         & NULL/ity \\
7993       & sentenc         & e/ed/es/ing \\
7994       & sentence        & NULL/d/s \\
7995       & sentiment       & NULL/al/s \\
7996       & sentinel        & NULL/s \\
7997       & sentry          & 's/NULL \\
7998       & separati        & ng/on/ons \\
7999       & separation      & NULL/s \\
8000       & sequence        & NULL/d/s \\
8001       & seren           & e/ely/ity \\
8002       & serenade        & NULL/d \\
8003       & serene          & NULL/ly \\
8004       & sergeant        & NULL/s \\
8005       & serious         & NULL/ly/ness \\
8006       & sermon          & NULL/s \\
8007       & servant         & NULL/s \\
8008       & serve           & NULL/d/s \\
8009       & servic          & e/es/ing \\
8010       & serving         & NULL/s \\
8011       & session         & NULL/s \\
8012       & setback         & NULL/s \\
8013       & setting         & NULL/s \\
8014       & settl           & e/ed/er/ers/es/ing \\
8015       & settlement      & NULL/s \\
8016       & settler         & NULL/s \\
8017       & seventeen       & NULL/th \\
8018       & seventy-f       & ifth/ive/our \\
8019       & seventy-fi      & fth/ve \\
8020       & seventy-four    & NULL/th \\
8021       & severe          & NULL/d/ly \\
8022       & seward          & 's/NULL \\
8023       & sewe            & d/r/r's/rs \\
8024       & sewer           & 's/NULL/s \\
8025       & sexual          & NULL/ity/ized/ly \\
8026       & sexuali         & ty/zed \\
8027       & shabb           & ily/y \\
8028       & shackle         & d/s \\
8029       & shade           & NULL/d/s \\
8030       & shading         & NULL/s \\
8031       & shadow          & NULL/ed/ing/s/y \\
8032       & shaefer         & 's/NULL \\
8033       & shafer          & 's/NULL \\
8034       & shaft           & NULL/s \\
8035       & shah            & NULL/n \\
8036       & shaker          & NULL/s \\
8037       & shakespeare     & 's/NULL/an \\
8038       & shaki           & ly/ng \\
8039       & shaky           & NULL/a \\
8040       & shambl          & ed/ing \\
8041       & shant           & ies/y \\
8042       & shapel          & ess/y \\
8043       & share           & NULL/d/rs/s \\
8044       & shareholder     & NULL/s \\
8045       & sharpen         & NULL/ed/ing \\
8046       & shatter         & NULL/ed/ing/s \\
8047       & shattering      & NULL/ly \\
8048       & shaving         & NULL/s \\
8049       & shawl           & NULL/s \\
8050       & shayne          & 's/NULL \\
8051       & shearing        & 's/NULL \\
8052       & sheath          & NULL/ing \\
8053       & sheep           & NULL/e \\
8054       & sheet           & NULL/ed/ing/s \\
8055       & shelley         & 's/NULL \\
8056       & shelter         & NULL/ed/s \\
8057       & shelve          & d/s \\
8058       & shepherd        & 's/NULL/s \\
8059       & sheriff         & 's/NULL/s \\
8060       & sherman         & 's/NULL \\
8061       & shibboleth      & NULL/s \\
8062       & shie            & d/s \\
8063       & shield          & NULL/ed/ing/s \\
8064       & shifte          & NULL/d/rs \\
8065       & shimmer         & NULL/ing \\
8066       & shine           & NULL/s \\
8067       & shining         & NULL/ly \\
8068       & shipmate        & NULL/s \\
8069       & shipment        & NULL/s \\
8070       & shippe          & d/r/rs \\
8071       & shipper         & NULL/s \\
8072       & shippin         & '/g \\
8073       & ships           & '/NULL \\
8074       & shipwreck       & NULL/ed \\
8075       & shirley         & 's/NULL \\
8076       & shirt           & NULL/s \\
8077       & shiver          & NULL/ed/ing/y \\
8078       & shock           & NULL/ed/er/ing/s \\
8079       & shocke          & d/r \\
8080       & shocking        & NULL/ly \\
8081       & shoe            & NULL/s \\
8082       & shoelace        & NULL/s \\
8083       & shoestring      & NULL/s \\
8084       & shooter         & NULL/s \\
8085       & shootin         & '/g/gs \\
8086       & shooting        & NULL/s \\
8087       & shopp           & er/ing \\
8088       & shoreline       & NULL/s \\
8089       & shores          & '/NULL \\
8090       & shortage        & NULL/s \\
8091       & shortcut        & NULL/s \\
8092       & shorten         & NULL/ed/ing \\
8093       & shortsighted    & NULL/ness \\
8094       & shotgun         & NULL/s \\
8095       & shoulder        & NULL/ed/ing/s \\
8096       & shout           & NULL/ed/ing/s \\
8097       & shovel          & NULL/ed/s \\
8098       & showin          & '/g/gs \\
8099       & showing         & NULL/s \\
8100       & showm           & an/en \\
8101       & showman         & NULL/ship \\
8102       & shredd          & ed/er/ing \\
8103       & shredde         & d/r \\
8104       & shriek          & NULL/ed/ing \\
8105       & shrine          & NULL/s \\
8106       & shrub           & NULL/s \\
8107       & shudder         & NULL/ed/ing/y \\
8108       & shuffl          & e/ed/ing \\
8109       & shuffle         & NULL/d \\
8110       & shuld           & NULL/e \\
8111       & shunn           & ed/ing \\
8112       & shunt           & NULL/ed/s \\
8113       & shutdown        & NULL/s \\
8114       & shutter         & NULL/ed/s \\
8115       & shuttl          & ed/ing \\
8116       & siberia         & NULL/n \\
8117       & sibylla         & 's/NULL \\
8118       & sicken          & ed/ing \\
8119       & sideboard       & NULL/s \\
8120       & sideline        & NULL/s \\
8121       & sidewalk        & NULL/s \\
8122       & sidle           & NULL/d \\
8123       & sidney          & 's/NULL \\
8124       & siecle          & NULL/s \\
8125       & sierra          & NULL/s \\
8126       & sieve           & NULL/rs \\
8127       & sift            & ed/ing \\
8128       & sight           & NULL/ed/ing/s \\
8129       & signature       & NULL/s \\
8130       & signe           & d/rs \\
8131       & signif          & ied/ies/y \\
8132       & significant     & NULL/ly/s \\
8133       & signifie        & d/s \\
8134       & signpost        & NULL/s \\
8135       & sihanouk        & 's/NULL \\
8136       & silenc          & e/ed/es/ing \\
8137       & silence         & NULL/d/s \\
8138       & silent          & NULL/ly \\
8139       & silhouette      & NULL/d/s \\
8140       & silic           & a/on \\
8141       & silicate        & NULL/s \\
8142       & silicon         & NULL/e \\
8143       & silke           & NULL/n \\
8144       & silver          & NULL/s/y \\
8145       & similar         & NULL/ity/ly \\
8146       & similarit       & ies/y \\
8147       & simmer          & NULL/ed \\
8148       & simmons         & '/NULL \\
8149       & simon           & 's/NULL \\
8150       & simples         & NULL/t \\
8151       & simplif         & ied/ies/y \\
8152       & simplifie       & d/s \\
8153       & simpson         & 's/NULL \\
8154       & simulat         & e/ed/ion \\
8155       & simulate        & NULL/d \\
8156       & simultaneous    & NULL/ly \\
8157       & sincere         & NULL/ly/st \\
8158       & sinew           & s/y \\
8159       & sinful          & NULL/ness \\
8160       & singer          & 's/NULL/s/s' \\
8161       & singers         & '/NULL \\
8162       & singl           & e/ed/es/ing/y \\
8163       & single-handed   & NULL/ly \\
8164       & singular        & NULL/ity/ly \\
8165       & sinn            & ed/er/ers/ing \\
8166       & sinne           & d/r/rs \\
8167       & sinner          & NULL/s \\
8168       & sinu            & ous/s \\
8169       & sinuous         & NULL/ly/ness \\
8170       & sinus           & NULL/es \\
8171       & sipp            & ed/ers/ing \\
8172       & sippe           & d/rs \\
8173       & siren           & NULL/s \\
8174       & sister          & 's/NULL/s/s' \\
8175       & sisters         & '/NULL \\
8176       & sit-in          & NULL/s \\
8177       & site            & NULL/s \\
8178       & sitter          & 's/NULL/s \\
8179       & sitting         & NULL/s \\
8180       & situat          & ed/ion/ions \\
8181       & situation       & NULL/s \\
8182       & sixteen         & NULL/th \\
8183       & sixties         & '/NULL \\
8184       & sixty-eight     & NULL/h \\
8185       & sizzl           & e/ed/ing \\
8186       & sizzle          & NULL/d \\
8187       & skat            & e/es/ing \\
8188       & skate           & NULL/s \\
8189       & skeleton        & NULL/s \\
8190       & skeptical       & NULL/ly \\
8191       & sketche         & d/s \\
8192       & skiff           & 's/NULL/s \\
8193       & skii            & ng/s \\
8194       & skilful         & NULL/ly \\
8195       & skille          & d/t \\
8196       & skillful        & NULL/ly/ness \\
8197       & skimm           & ed/ing \\
8198       & skindiv         & e/ing \\
8199       & skipjack        & 's/NULL \\
8200       & skipp           & ed/er/ers/ing \\
8201       & skippe          & d/r/rs \\
8202       & skipper         & NULL/s \\
8203       & skirmishe       & d/rs/s \\
8204       & skirt           & NULL/ed/ing/s \\
8205       & skit            & NULL/s \\
8206       & skolman         & 's/NULL \\
8207       & skolovsky       & 's/NULL \\
8208       & skull           & NULL/s \\
8209       & skyjacke        & d/rs \\
8210       & skylark         & NULL/ing \\
8211       & skylight        & NULL/s \\
8212       & skyros          & '/NULL \\
8213       & skyscraper      & NULL/s \\
8214       & slacken         & ed/ing \\
8215       & slamm           & ed/ing \\
8216       & slant           & NULL/ed/ing/s \\
8217       & slap            & NULL/ped/ping/s \\
8218       & slapp           & ed/ing \\
8219       & slash           & NULL/ed/es/ing \\
8220       & slashe          & d/s \\
8221       & slater          & 's/NULL \\
8222       & slaughter       & NULL/ed/ing \\
8223       & slaver          & ed/y \\
8224       & sleeper         & 's/NULL/s \\
8225       & sleepi          & ly/ng \\
8226       & sleepless       & NULL/ly \\
8227       & sleeve          & NULL/s \\
8228       & slender         & NULL/er \\
8229       & slice           & NULL/d/s \\
8230       & slick           & NULL/er/ers \\
8231       & slicker         & NULL/s \\
8232       & slide           & NULL/s \\
8233       & slighte         & r/st \\
8234       & slipper         & NULL/s/y \\
8235       & slitter         & NULL/s \\
8236       & slocum          & 's/NULL \\
8237       & slogan          & NULL/s \\
8238       & slope           & 's/NULL/s \\
8239       & sloppi          & ly/ng \\
8240       & slouch          & NULL/es \\
8241       & slowe           & d/r/st \\
8242       & slugge          & d/r/rs \\
8243       & slugger         & NULL/s \\
8244       & sluggi          & ng/sh \\
8245       & sluggish        & NULL/ly \\
8246       & sluic           & e/ed/es/ing \\
8247       & sluice          & NULL/d/s \\
8248       & slumber         & NULL/ed \\
8249       & slump           & NULL/ed \\
8250       & smack           & NULL/ed/s \\
8251       & smalle          & r/st \\
8252       & smarte          & d/r \\
8253       & smash           & NULL/ed/ing \\
8254       & smashed         & -out/NULL \\
8255       & smear           & NULL/ed \\
8256       & smell           & NULL/ed/ing/s \\
8257       & smelt           & NULL/s \\
8258       & smile           & NULL/d/s \\
8259       & smilin          & '/g \\
8260       & smiling         & NULL/ly \\
8261       & smirk           & NULL/ed \\
8262       & smoke           & NULL/d/rs/s \\
8263       & smoki           & es/ng \\
8264       & smolder         & ed/ing/s \\
8265       & smoldering      & NULL/ly \\
8266       & smoothe         & d/r/st \\
8267       & smother         & ed/ing \\
8268       & smugglers       & '/NULL \\
8269       & snack           & NULL/s \\
8270       & snag            & NULL/s \\
8271       & snail           & 's/NULL/s \\
8272       & snake           & NULL/d/s \\
8273       & snappe          & d/r \\
8274       & snare           & NULL/d \\
8275       & snarl           & ed/ing \\
8276       & snatch          & NULL/ed/es/ing \\
8277       & snatche         & d/s \\
8278       & sneake          & d/r/rs \\
8279       & sneaker         & NULL/s \\
8280       & sneer           & NULL/ed/ing/s \\
8281       & sneez           & ed/ing \\
8282       & sniper          & 's/NULL \\
8283       & snobbish        & NULL/ly \\
8284       & snoop           & NULL/ing \\
8285       & snort           & NULL/ed \\
8286       & snowball        & NULL/s \\
8287       & snubb           & ed/ing \\
8288       & snuffe          & d/r \\
8289       & snug            & NULL/ly \\
8290       & snyder          & 's/NULL \\
8291       & soak            & NULL/ed/ing \\
8292       & soap            & NULL/s/y \\
8293       & soar            & ed/ing \\
8294       & sobb            & ed/ing \\
8295       & sobbing         & NULL/ly \\
8296       & socia           & ble/l \\
8297       & socialis        & m/t/tic \\
8298       & socialist       & NULL/ic \\
8299       & socialize       & NULL/d/s \\
8300       & society         & 's/NULL \\
8301       & sociologi       & cal/st/sts \\
8302       & sociological    & NULL/ly \\
8303       & sociologist     & NULL/s \\
8304       & socke           & d/t/ts \\
8305       & socket          & NULL/s \\
8306       & sodden          & NULL/ly \\
8307       & sofa            & NULL/r/s \\
8308       & soft-drink      & NULL/s \\
8309       & soften          & NULL/ed/er/ing/s \\
8310       & softene         & d/r \\
8311       & soil            & NULL/ed/s \\
8312       & soiree          & NULL/s \\
8313       & sojourn         & NULL/er/ers \\
8314       & sojourner       & NULL/s \\
8315       & solace          & NULL/d \\
8316       & solder          & NULL/ed/ing \\
8317       & soldiers        & '/NULL \\
8318       & sole            & NULL/ly/s \\
8319       & solicitous      & NULL/ness \\
8320       & solid           & NULL/ity/ly/s \\
8321       & solitude        & NULL/s \\
8322       & solo            & NULL/ist/ists/s \\
8323       & soloist         & NULL/s/s' \\
8324       & soloists        & '/NULL \\
8325       & solomon         & 's/NULL \\
8326       & solu            & ble/tion \\
8327       & solution        & NULL/s \\
8328       & solven          & cy/t/ts \\
8329       & solvent         & NULL/s \\
8330       & somebody'       & ll/s \\
8331       & someone'        & ll/s \\
8332       & somersault      & NULL/ing/s \\
8333       & sometime        & NULL/s \\
8334       & somewhere       & NULL/s \\
8335       & somnolen        & ce/t \\
8336       & sonata          & NULL/s \\
8337       & sonnet          & NULL/s \\
8338       & sonorit         & ies/y \\
8339       & sooth           & e/ed/ing \\
8340       & soothe          & NULL/d \\
8341       & soothing        & NULL/ly \\
8342       & soothsayer      & NULL/s \\
8343       & sophia          & 's/NULL/s \\
8344       & sophisticate    & NULL/d/s \\
8345       & sophomore       & NULL/s \\
8346       & soprano         & NULL/s \\
8347       & sores           & NULL/t \\
8348       & sororit         & ies/y \\
8349       & sorrentin       & e/o \\
8350       & sorrentine      & 's/NULL \\
8351       & sorrow          & NULL/s \\
8352       & sorti           & e/ng \\
8353       & soulful         & NULL/ly \\
8354       & souls           & '/NULL \\
8355       & sounde          & d/r \\
8356       & source          & NULL/s \\
8357       & south-east      & NULL/ern \\
8358       & southeast       & NULL/ern \\
8359       & southerner      & 's/NULL/s \\
8360       & southwest       & NULL/ern \\
8361       & souvenir        & NULL/s \\
8362       & soviet          & 's/NULL/s/s' \\
8363       & soviets         & '/NULL \\
8364       & soybean         & NULL/s \\
8365       & spacer          & NULL/s \\
8366       & spaces          & NULL/hip \\
8367       & spacesuit       & NULL/s \\
8368       & spacing         & NULL/s \\
8369       & spacious        & NULL/ness \\
8370       & spade           & NULL/s \\
8371       & spangle         & NULL/d \\
8372       & spann           & ed/ing \\
8373       & spare           & NULL/d/s \\
8374       & sparkl          & e/ed/es/ing \\
8375       & sparkle         & NULL/d/s \\
8376       & sparling        & 's/NULL \\
8377       & sparse          & NULL/ly \\
8378       & sparta          & NULL/n \\
8379       & spasm           & NULL/s \\
8380       & spatial         & NULL/ity/ly \\
8381       & spatter         & NULL/ed \\
8382       & speaker         & 's/NULL/s/ship \\
8383       & speakers        & NULL/hip \\
8384       & speakin         & '/g \\
8385       & specialist      & NULL/s \\
8386       & specializ       & e/ed/es/ing \\
8387       & specialize      & NULL/d/s \\
8388       & specialt        & ies/y \\
8389       & specie          & NULL/s \\
8390       & specifi         & c/es \\
8391       & specification   & NULL/s \\
8392       & specifie        & d/s \\
8393       & specify         & NULL/ing \\
8394       & specimen        & NULL/s \\
8395       & speckle         & d/s \\
8396       & spectac         & le/les/ular \\
8397       & spectacle       & NULL/s \\
8398       & spectacular     & NULL/ly \\
8399       & spectator       & NULL/s \\
8400       & specter         & NULL/s \\
8401       & spectral        & NULL/ly \\
8402       & spectromet      & er/ric \\
8403       & spectrophotomet & er/ric \\
8404       & speculate       & NULL/d \\
8405       & speculation     & NULL/s \\
8406       & speculative     & NULL/ly \\
8407       & speculator      & NULL/s \\
8408       & speechless      & NULL/ness \\
8409       & speedi          & ly/ng \\
8410       & spell           & NULL/ed/ing/s \\
8411       & spencer         & 's/NULL/ian \\
8412       & spewing         & NULL/s \\
8413       & spher           & e/es/ical \\
8414       & sphere          & NULL/s \\
8415       & spice           & NULL/d/s \\
8416       & spider          & NULL/y \\
8417       & spike           & NULL/d/s \\
8418       & spill           & NULL/ed/er/ing/s \\
8419       & spille          & d/r \\
8420       & spine           & NULL/less \\
8421       & spir            & al/e/es \\
8422       & spirali         & ng/s \\
8423       & spire           & NULL/s \\
8424       & spiritual       & NULL/ity/ly/s \\
8425       & splashe         & d/s \\
8426       & splend          & id/or \\
8427       & splic           & e/ed/ing \\
8428       & splice          & NULL/d \\
8429       & splinter        & NULL/ed/s/y \\
8430       & split           & NULL/s/ting \\
8431       & splotche        & d/s \\
8432       & spokes          & NULL/man/men \\
8433       & spokesm         & an/en \\
8434       & spong           & e/ed/es/ing/y \\
8435       & sponge          & NULL/d/s \\
8436       & sponsors        & NULL/hip \\
8437       & spontane        & ity/ous \\
8438       & spontaneous     & NULL/ly \\
8439       & spoo            & f/n \\
8440       & sportin         & '/g \\
8441       & sports          & NULL/man/men \\
8442       & sportsm         & an/en \\
8443       & sportsman       & NULL/ship \\
8444       & sportsmen       & 's/NULL \\
8445       & spotlight       & NULL/s \\
8446       & spouse          & NULL/s \\
8447       & spout           & NULL/ed/ing \\
8448       & sprague         & 's/NULL \\
8449       & sprain          & ed/s \\
8450       & sprawl          & NULL/ed/ing \\
8451       & spray           & NULL/ed/ing/s \\
8452       & springfield     & 's/NULL \\
8453       & sprinkl         & e/ed/ing \\
8454       & sprinkle        & NULL/d \\
8455       & sprout          & NULL/ed/ing \\
8456       & spruce          & NULL/d \\
8457       & spurn           & ed/s \\
8458       & spurr           & ed/ing \\
8459       & sputnik         & NULL/s \\
8460       & sputter         & NULL/ed \\
8461       & squadron        & NULL/s \\
8462       & squall          & NULL/s \\
8463       & squash          & NULL/ed/ing/y \\
8464       & squat           & NULL/s/ted/ting \\
8465       & squaw           & NULL/k \\
8466       & squeak          & NULL/ed/ing/y \\
8467       & squeal          & NULL/ed/ing/s \\
8468       & squeamish       & NULL/ness \\
8469       & squeez          & e/ed/ing \\
8470       & squeeze         & NULL/d \\
8471       & squint          & NULL/ed/ing \\
8472       & squire          & 's/NULL/s \\
8473       & squirm          & ed/s \\
8474       & squirt          & NULL/ed/ing \\
8475       & stabilit        & ies/y \\
8476       & stabiliz        & e/ed/ers/es/ing \\
8477       & stabilize       & NULL/d/rs/s \\
8478       & stac            & ey/y \\
8479       & staccato        & NULL/s \\
8480       & stack           & NULL/ed/ing/s \\
8481       & staffe          & NULL/d \\
8482       & stage           & NULL/d/r/s \\
8483       & stagger         & NULL/ed/ing \\
8484       & staggering      & NULL/ly \\
8485       & stagin          & ess/g \\
8486       & stain           & NULL/ed/ing/less/s \\
8487       & staircase       & NULL/s \\
8488       & stairway        & NULL/s \\
8489       & stalk           & ed/ing \\
8490       & stalling        & NULL/s \\
8491       & stallion        & 's/NULL \\
8492       & stammer         & ed/ing \\
8493       & stamp           & NULL/ed/ing/s \\
8494       & stampede        & NULL/d \\
8495       & stanc           & e/h \\
8496       & stance          & NULL/s \\
8497       & standard        & NULL/ized/s \\
8498       & standardiz      & ed/ing \\
8499       & standin         & '/g \\
8500       & stanislas       & '/NULL \\
8501       & stanley         & 's/NULL \\
8502       & stapl           & e/es/ing \\
8503       & staple          & NULL/s \\
8504       & starch          & NULL/ed/y \\
8505       & stare           & NULL/d/s \\
8506       & starre          & NULL/d \\
8507       & starte          & d/r \\
8508       & startin         & '/g \\
8509       & startl          & e/ed/ing \\
8510       & startle         & NULL/d \\
8511       & startling       & NULL/ly \\
8512       & starv           & e/ed/ing \\
8513       & starve          & NULL/d \\
8514       & statel          & ess/y \\
8515       & statement       & NULL/s \\
8516       & statesm         & an/en \\
8517       & stations        & '/NULL \\
8518       & statistical     & NULL/ly \\
8519       & status          & NULL/es \\
8520       & statute         & NULL/s \\
8521       & statuto         & NULL/ry \\
8522       & stave           & NULL/d \\
8523       & stavropoulos    & '/NULL \\
8524       & stay            & NULL/ed/ing/s \\
8525       & steadie         & d/r \\
8526       & steak           & NULL/s \\
8527       & stealin         & '/g \\
8528       & steame          & d/r \\
8529       & steami          & ly/ng \\
8530       & steelmaker      & NULL/s' \\
8531       & steepe          & d/r/st \\
8532       & steepl          & e/es/y \\
8533       & steeple         & NULL/s \\
8534       & steer           & NULL/ed/ing/s \\
8535       & steinbeck       & 's/s \\
8536       & steiner         & NULL/s \\
8537       & stella          & NULL/r \\
8538       & stengel         & 's/NULL \\
8539       & stepmother      & NULL/s \\
8540       & stepp           & ed/es/ing \\
8541       & steppe          & d/s \\
8542       & stepped         & -up/NULL \\
8543       & steps           & NULL/on \\
8544       & stereotype      & NULL/d/s \\
8545       & steriliz        & e/ed/ing \\
8546       & sterilize       & NULL/d \\
8547       & steroid         & NULL/s \\
8548       & stetson         & NULL/s \\
8549       & stevenson       & 's/NULL \\
8550       & stewardess      & NULL/es \\
8551       & stewards        & NULL/hip \\
8552       & stewart         & 's/NULL \\
8553       & stiffen         & ed/ing/s \\
8554       & stifl           & e/ed/ing \\
8555       & stifle          & NULL/d \\
8556       & stilt           & ed/s \\
8557       & stimulant       & NULL/s \\
